statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Rick Perry,"September 7, 2010","Says Bill White ""didn't pay taxes while earning $133,600 annual salary as deputy secretary of energy.""",false,press release,Transparency; Taxes; Texas,Meghan Ashford-Grooms,"September 21, 2010",https://www.politifact.com/factchecks/2010/sep/21/rick-perry/rick-perry-says-bill-white-didnt-pay-taxes-1995/
Republican Party of Florida,"September 16, 2010","Loranne Ausley ""voted six times to tax your savings.""",false,statements on the party's website.,Taxes; Florida,Aaron Sharockman,"September 20, 2010",https://www.politifact.com/factchecks/2010/sep/20/republican-party-florida/costly-ausley-website-takes-cfo-candidate-task-su/
Scott Walker,"September 17, 2010","""Wisconsin is one of the highest taxed states in the nation.""",half-true,statement on campaign web site,Taxes; Wisconsin,Dave Umhoefer,"September 19, 2010",https://www.politifact.com/factchecks/2010/sep/19/scott-walker/scott-walker-says-wisconsin-one-highest-taxed-stat/
Sharron Angle,"September 14, 2010","Harry Reid has voted ""to give special tax breaks to illegal aliens.""",false,campaign commerical,Immigration; National; Message Machine 2010; Taxes,Louis Jacobson,"September 17, 2010",https://www.politifact.com/factchecks/2010/sep/17/sharron-angle/sharron-angle-calls-harry-reid-best-friend-illegal/
Jerry Brown,"September 14, 2010","""Taxes went down under Jerry Brown.""",mostly-true,campaign ad,National; Message Machine 2010; Taxes,Angie Drobnic Holan,"September 17, 2010",https://www.politifact.com/factchecks/2010/sep/17/jerry-brown/jerry-brown-raised-taxes-not-overall/
Republican Governors Association,"September 16, 2010","Tom Barrett ""voted for the largest tax increase in history ... raising taxes on gas and Social Security.""",mostly-false,series of campaign TV ads,Federal Budget; Message Machine 2010; Taxes; Wisconsin,Dave Umhoefer,"September 17, 2010",https://www.politifact.com/factchecks/2010/sep/17/republican-governors-association/republican-governors-association-says-tom-barrett-/
John Kasich,"August 22, 2010","""You can’t raise taxes in Ohio. We are one of the highest taxed states in the country.""",half-true,television campaign ad,Ohio; Message Machine 2010; Taxes,Mark Naymik,"September 15, 2010",https://www.politifact.com/factchecks/2010/sep/15/john-kasich/john-kasich-says-ohio-one-most-taxed-states/
John Dennis,"September 14, 2010","Taxpayers pay $18,000 a month for House Speaker Nancy Pelosi's district office in downtown San Francisco.",true,campaign commercial,National; Economy; Federal Budget; Message Machine 2010; Taxes,Robert Farley,"September 15, 2010",https://www.politifact.com/factchecks/2010/sep/15/john-dennis/gop-rival-says-taxpayers-pay-18000month-nancy-pelo/
George Will,"September 12, 2010","""Over 10 years, (extending tax cuts for the wealthy) would add less to the deficit than Obama added with the stimulus in one year.""",mostly-false,"roundtable discussion on ABC's ""This Week with Christiane Amanpour''",National; Federal Budget; Pundits; This Week - ABC News; Taxes,Louis Jacobson,"September 14, 2010",https://www.politifact.com/factchecks/2010/sep/14/george-will/george-will-says-tax-cuts-wealthy-cost-less-over-1/
Austan Goolsbee,"September 12, 2010","John Boehner has called for ""repealing the rest of the stimulus, which would raise taxes on 110 million middle class people.""",false,"ABC's ""This Week""",National; Stimulus; This Week - ABC News; Taxes,Robert Farley,"September 13, 2010",https://www.politifact.com/factchecks/2010/sep/13/austan-goolsbee/austan-goolsbee-says-boehner-wants-repeal-stimulus/
Austan Goolsbee,"September 12, 2010","Extending current tax rates would ""average more than $100,000 a year to millionaires and even billionaires.""",mostly-true,"interview on ""This Week.""",National; This Week - ABC News; Taxes,Angie Drobnic Holan,"September 13, 2010",https://www.politifact.com/factchecks/2010/sep/13/austan-goolsbee/Goolsbee-millionaires-tax-cuts-average/
Robert Gibbs,"September 12, 2010",Says John Boehner changed his position on extending Bush tax cuts.,mostly-false,White House news release,National; Taxes,Louis Jacobson,"September 13, 2010",https://www.politifact.com/factchecks/2010/sep/13/robert-gibbs/robert-gibbs-right-call-john-boehners-stance-tax-e/
Barack Obama,"September 6, 2010","John Boehner wants to reopen a tax loophole ""that actually rewarded corporations for shipping jobs and profits overseas.""",half-true,speech on Labor Day,National; Corporations; Trade; Taxes,Angie Drobnic Holan,"September 13, 2010",https://www.politifact.com/factchecks/2010/sep/13/barack-obama/obama-said-boehner-opposes-tax-rule-keep-profits-a/
Tom Barrett,"August 6, 2010","""Walker says he’s for lower taxes. But Milwaukee County spending has gone up by $349 million.""",mostly-false,campaign TV ad,Message Machine 2010; Taxes; Wisconsin,James B. Nelson,"September 12, 2010",https://www.politifact.com/factchecks/2010/sep/12/tom-barrett/tom-barrett-says-scott-walker-big-spender-despite-/
Jim Sensenbrenner,"September 10, 2010","Like me, Scott Walker opposed the 1998 transportation bill and the $9 billion of wasteful spending.",false,radio ad for the Scott Walker gubernatorial campaign,Federal Budget; Message Machine 2010; Taxes; Wisconsin,Dave Umhoefer,"September 11, 2010",https://www.politifact.com/factchecks/2010/sep/11/jim-sensenbrenner/jim-sensenbrenner-says-scott-walker-opposed-massiv/
Emil Runge,"September 3, 2010","By releasing only basic tax information, former U.S. Congressman Nathan Deal is ""hiding more than he's disclosed"" about his business dealing with the state.",half-true,statement,Georgia; Taxes,Eric Stirgus,"September 8, 2010",https://www.politifact.com/factchecks/2010/sep/08/emil-runge/deals-tax-returns-fuzzy-details-barnes-camp-says/
John Loughlin,"August 20, 2010","After Ronald Reagan cut taxes in 1981 the U.S. enjoyed ""exponential growth.""",mostly-false,campaign commercial,Rhode Island; Economy; Federal Budget; History; Taxes,C. Eugene Emery Jr.,"September 5, 2010",https://www.politifact.com/factchecks/2010/sep/05/john-loughlin/loughlin-says-reagans-1981-tax-cuts-led-exponentia/
Ron Johnson,"October 10, 2009","""Both the state and federal governments make more per gallon in gas taxes than the oil companies make themselves for doing all the work.""",half-true,speech at a tea party rally,Energy; Taxes; Wisconsin,Dave Umhoefer,"September 3, 2010",https://www.politifact.com/factchecks/2010/sep/03/ron-johnson/ron-johnson-says-gas-taxes-exceed-oil-company-prof/
Barack Obama,"August 16, 2010","Milwaukee Mayor Tom Barrett ""has held the line on property taxes.""",mostly-false,speech at a campaign fund-raiser for Tom Barrett's gubernatorial campaign,Taxes; Wisconsin,Tom Kertscher,"September 3, 2010",https://www.politifact.com/factchecks/2010/sep/03/barack-obama/obama-says-tom-barrett-has-held-line-property-taxe/
Dave Yost,"August 10, 2010","""When Pepper’s tax was finally voted down, Pepper laid off cops and closed jails and let criminals run free in the streets.""",mostly-false,campaign video,Ohio; Message Machine 2010; Taxes,Joe Guillen,"September 3, 2010",https://www.politifact.com/factchecks/2010/sep/03/dave-yost/republican-dave-yost-attacks-democratic-david-pepp/
Joe  Sestak,"August 31, 2010","""Pat Toomey thinks corporations shouldn't pay any taxes.""",mostly-true,campaign commercial,National; Corporations; Message Machine 2010; Taxes,Louis Jacobson,"September 1, 2010",https://www.politifact.com/factchecks/2010/sep/01/joe-sestak/joe-sestak-hits-pat-toomey-supporting-zero-corpora/
Alan Grayson,"August 27, 2010","""When career politician Daniel Webster became speaker of the House, he wasted $32,000 of our money on a spiral staircase for his office.""",mostly-true,ad.,Candidate Biography; Ethics; Message Machine 2010; State Budget; Taxes; Florida,Aaron Sharockman,"August 31, 2010",https://www.politifact.com/factchecks/2010/aug/31/alan-grayson/alan-grayson-attacks-daniel-websters-stairway-nowh/
John Boehner,"August 24, 2010","Under the new health care law, ""if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds.""",true,speech at the City Club of Cleveland,Ohio; Health Care; Taxes,Stephen Koff,"August 31, 2010",https://www.politifact.com/factchecks/2010/aug/31/john-boehner/rep-john-boehner-gets-it-right-new-business-tax-ma/
Michael Thurmond,"April 30, 2010","Michael Thurmond ""authored major legislation that has provided more than $250 million in tax relief to Georgia’s senior citizens and working families.""",true,his campaign website,Georgia; Taxes,Eric Stirgus,"August 31, 2010",https://www.politifact.com/factchecks/2010/aug/31/michael-thurmond/thurmond-claims-legislation-helped-low-income-geor/
Sam Rashid,"July 26, 2010","The sales tax increase, if approved, will cost taxpayers ""up to $300 million per year, in perpetuity, to finance a rail system for the City of Tampa.""",mostly-false,a mailer.,Transportation; Taxes; Florida,Bill Varian,"August 28, 2010",https://www.politifact.com/factchecks/2010/aug/28/sam-rashid/hillsborough-county-sales-tax/
Barack Obama,"August 18, 2010","Republicans ""don't think it's a good idea"" to make the child care tax credit ""stronger.""",mostly-false,response to a question during an appearance,National; Children; Taxes,Lukas Pleva,"August 27, 2010",https://www.politifact.com/factchecks/2010/aug/27/barack-obama/obama-says-republicans-oppose-strengthening-child-/
AFSCME,"August 17, 2010","""Jim Renacci cheated on his income taxes"" and is a ""deadbeat citizen.""",mostly-true,television election ad,Ohio; Candidate Biography; Legal Issues; Message Machine 2010; Taxes,Sabrina  Eaton,"August 27, 2010",https://www.politifact.com/factchecks/2010/aug/27/afscme/afscme-ad-calls-ohio-congressional-candidate-jim-r/
Pat Toomey,"July 14, 2010","""Joe Sestak ... even wants to bring back the death tax, letting the IRS take half of your savings when you die.""",mostly-false,television commercial,National; Message Machine 2010; Taxes,Louis Jacobson,"August 24, 2010",https://www.politifact.com/factchecks/2010/aug/24/pat-toomey/pat-toomey-hits-joe-sestak-estate-tax-leaves-out-s/
Chain email,"August 2, 2010","Under the new health care law, ""all real estate transactions will be subject to a 3.8% Sales Tax""",pants-fire,chain e-mail,National; Health Care; Regulation; Taxes,Angie Drobnic Holan,"August 23, 2010",https://www.politifact.com/factchecks/2010/aug/23/chain-email/health-care-law-sales-tax-home-sales-no/
Josh Burgin,"August 20, 2010","Property taxes ""are now 18% higher than when (Mark Sharpe) first took office.""",false,a mailer.,Taxes; Florida,Bill Varian,"August 20, 2010",https://www.politifact.com/factchecks/2010/aug/20/josh-burgin/josh-burgin/
Mark Sharpe,"July 20, 2010","""Mark Sharpe has lowered property taxes by 17 percent.""",mostly-false,campaign mailer,Candidate Biography; Taxes; Florida,Bill Varian,"August 19, 2010",https://www.politifact.com/factchecks/2010/aug/19/mark-sharpe/hillsborough-commission-candidate-mark-sharpe-clai/
AFSCME,"August 9, 2010","""Jim Renacci supports a national sales tax of 23 percent.""",half-true,television election ad,Ohio; Federal Budget; Message Machine 2010; Taxes,Mark Naymik,"August 19, 2010",https://www.politifact.com/factchecks/2010/aug/19/afscme/afscme-accuses-republican-jim-renacci-supporting-2/
Committee to Protect Florida,"August 2, 2010","Kathryn Starkey ""only attended half of those meetings.""",mostly-true,a mailer,Environment; Candidate Biography; Taxes; Florida,Jodie Tillman,"August 13, 2010",https://www.politifact.com/factchecks/2010/aug/13/committee-protect-florida/kathryn-starkey-missed-just-over-half-meetings/
Committee to Protect Florida,"August 2, 2010","Kathryn Starkey ""aided and abetted the continued taxation on residents’ properties over 70 percent of the time by seconding motions and voting to keep the millage rate the same.""",half-true,a mailer,Environment; Candidate Biography; Taxes; Florida,Jodie Tillman,"August 13, 2010",https://www.politifact.com/factchecks/2010/aug/13/committee-protect-florida/group-raps-kathryn-starkey-aiding-and-abetting-tax/
Committee to Protect Florida,"August 2, 2010","Kathryn Starkey ""joined forces with liberal Democrats on a historic sales tax hike.""",false,a mailer,Environment; Candidate Biography; Taxes; Florida,Jodie Tillman,"August 13, 2010",https://www.politifact.com/factchecks/2010/aug/13/committee-protect-florida/taxin-kathryn-starkey-draws-fire-over-2004-local-s/
Nancy Pelosi,"August 10, 2010","A bill to aid state and local governments ""is fully paid-for by closing costly corporate tax loopholes.""",mostly-false,news release,National; Children; Education; Families; Federal Budget; Health Care; States; Stimulus; Taxes,Louis Jacobson,"August 13, 2010",https://www.politifact.com/factchecks/2010/aug/13/nancy-pelosi/nancy-pelosi-says-state-local-aid-bill-fully-paid-/
Rachel Maddow,"August 6, 2010","""We know that tax cuts are remarkably un-stimulative when you compare them with different kinds of government spending.""",half-true,"""Rachel Maddow Show""",National; Economy; Pundits; Stimulus; Taxes,Lukas Pleva,"August 12, 2010",https://www.politifact.com/factchecks/2010/aug/12/rachel-maddow/maddow-claims-spending-more-stimulative-tax-cuts/
Rick Scott,"August 3, 2010","""Bill McCollum voted for higher taxes and fees 42 times while he was in Congress.""",mostly-false,TV ad.,Message Machine 2010; Voting Record; Taxes; Florida,Aaron Sharockman,"August 10, 2010",https://www.politifact.com/factchecks/2010/aug/10/rick-scott/adding-bill-mccollums-42-votes-raise-taxes-and-fee/
