statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Doreen Costa,"March 26, 2012","""This is the only state in the country that bypassed the General Assembly to authorize [in-state tuition for undocumented immigrants].""",true,radio talk show.,Immigration; Rhode Island; Education; States,Alex Kuffner,"April 5, 2012",https://www.politifact.com/factchecks/2012/apr/05/doreen-costa/rhode-island-state-rep-doreen-costa-says-rhode-isl/
Peter  Palumbo,"March 20, 2012","""Every poll you see, the overwhelming majority of people want [E-Verify].""",true,talk radio show.,Immigration; Rhode Island; Polls and Public Opinion; Workers,Alex Kuffner,"March 25, 2012",https://www.politifact.com/factchecks/2012/mar/25/peter-palumbo/rhode-island-state-rep-peter-palumbo-says-all-poll/
Chain email,"January 31, 2012",A Dallas proof-of-insurance ordinance resulted in area tow lots mostly filling with the cars of illegal residents.,false,chain email.,Immigration; Texas,Katie Glueck,"February 28, 2012",https://www.politifact.com/factchecks/2012/feb/28/chain-email/chain-email-says-dallas-ordinance-led-towing-many-/
Texas Democratic Party,"February 3, 2012","Says Republican U.S. Senate candidate Ted Cruz ""opposes the DREAM Act, which is supported by 85% of Latinos.""",true,press release,Immigration; Texas,Meghan Ashford-Grooms,"February 21, 2012",https://www.politifact.com/factchecks/2012/feb/21/texas-democratic-party/texas-democratic-party-says-ted-cruz-opposes-dream/
Glee,"February 7, 2012","""The U.S. Census believes that by 2030 the majority of Americans will use Spanish as their first language.""",pants-fire,episode on TV,Immigration; Census; Pop Culture; Florida,Amy Sherman,"February 14, 2012",https://www.politifact.com/factchecks/2012/feb/14/glee/ricky-martins-character-tv-show-glee-says-us-censu/
Presente.org,"January 27, 2012","""91 percent of Latinos support the DREAM Act, which allows undocumented youth to attend college,"" but Marco Rubio opposes it.",true,television ad,Immigration; Education; Message Machine 2012; Florida,Angie Drobnic Holan,"February 9, 2012",https://www.politifact.com/factchecks/2012/feb/09/presente/most-hispanics-support-dream-act-marco-rubio-does-/
Mitt Romney,"January 27, 2012",On deporting illegal immigrants.,no-flip,column,Georgia; Immigration,Eric Stirgus,"February 7, 2012",https://www.politifact.com/factchecks/2012/feb/07/mitt-romney/did-romney-flip-deporting-illegal-immigrants/
Mitt Romney,"January 25, 2012","Says Newt Gingrich said ""Spanish is the language of the ghetto.""",mostly-true,Spanish-language radio ad,Immigration; Elections; Message Machine 2012; Florida,Aaron Sharockman,"January 25, 2012",https://www.politifact.com/factchecks/2012/jan/25/mitt-romney/spanish-language-ad-says-newt-gingrich-said-spanis/
Newt Gingrich,"January 23, 2012",There are 86 languages spoken at Miami Dade College.,true,debate,Immigration; Education; Race and Ethnicity; Florida,Amy Sherman,"January 24, 2012",https://www.politifact.com/factchecks/2012/jan/24/newt-gingrich/newt-gingrich-miami-dade-college-students-speak-86/
Thomas Sgouros Jr.,"December 30, 2011","""[If] you apply for a job, the chances are 1 in 7 that you are going to be denied that job unfairly if everybody is forced to use E-Verify.""",false,"appearance on Rhode Island PBS's ""A Lively Experiment""",Immigration; Rhode Island; Economy; Jobs; Labor,C. Eugene Emery Jr.,"January 10, 2012",https://www.politifact.com/factchecks/2012/jan/10/thomas-sgouros-jr/columnist-thomas-sgouros-jr-says-federal-e-verify-/
Restore Our Future,"December 20, 2011","Says Newt Gingrich ""supports amnesty for illegal immigrants.""",half-true,TV ad airing,Immigration; National; Message Machine 2012,Angie Drobnic Holan,"December 27, 2011",https://www.politifact.com/factchecks/2011/dec/27/restore-our-future/pro-romney-super-pac-says-new-gingrich-supports-am/
Rick Perry,"December 10, 2011",Says the Obama administration catches and releases nonviolent illegal immigrants.,half-true,Republican presidential debate,Immigration; Criminal Justice; Crime; Texas,W. Gardner Selby,"December 16, 2011",https://www.politifact.com/factchecks/2011/dec/16/rick-perry/rick-perry-says-federal-government-catches-and-rel/
Mitt Romney,"November 23, 2011","Newt Gingrich’s immigration plan offers ""a new doorway to amnesty.""",mostly-true,press conference,Immigration; National,Angie Drobnic Holan,"December 2, 2011",https://www.politifact.com/factchecks/2011/dec/02/mitt-romney/does-newt-gingrich-support-amnesty-mitt-romney-say/
Michele Bachmann,"November 23, 2011","Says Newt Gingrich ""has said that we should make the 11 million illegal workers that are in this country legal.""",false,interview,Georgia; Immigration,Eric Stirgus,"November 29, 2011",https://www.politifact.com/factchecks/2011/nov/29/michele-bachmann/did-gingrich-say-he-supports-amnesty-all-illegal-i/
Michele Bachmann,"November 22, 2011","Says Apple CEO Steve Jobs told President Obama that the company moved factories to China because it needed 30,000 engineers.",true,Republican debate,Immigration; National; Jobs; Foreign Policy; Government Regulation,Bill Adair,"November 23, 2011",https://www.politifact.com/factchecks/2011/nov/23/michele-bachmann/michele-bachmann-says-steve-jobs-told-obama-he-mov/
Rick Perry,"October 1, 2011","""I have sent over $400 million to the border of Mexico in the form of Texas Ranger recon teams.""",mostly-false,"remarks at a campaign stop October 1, 2011,",Immigration; State Budget; Texas,Sue Owen,"November 22, 2011",https://www.politifact.com/factchecks/2011/nov/22/rick-perry/rick-perry-says-hes-sent-400-million-border-ranger/
D.A. King,"October 11, 2011","Says Rick Perry ""proposed a binational health insurance program with Mexico.""",mostly-true,op-ed,Georgia; Immigration,Eric Stirgus,"November 22, 2011",https://www.politifact.com/factchecks/2011/nov/22/d-king/did-rick-perry-propose-bi-national-health-care-pla/
Mitt Romney,"September 29, 2011","President Barack Obama, Nancy Pelosi and Harry Reid support Rick Perry’s ""decision to give in-state tuition to illegal immigrants.""",mostly-false,campaign video.,Immigration; Education; Texas,Sue Owen,"November 10, 2011",https://www.politifact.com/factchecks/2011/nov/10/mitt-romney/romney-video-claims-democratic-leaders-agree-perry/
Frank Ortis,"November 5, 2011",The city of Pembroke Pines doesn't have a vote in a plan to build a detention center in Southwest Ranches.,mostly-false,meeting,Immigration; Crime; Voting Record; Florida,Amy Sherman,"November 10, 2011",https://www.politifact.com/factchecks/2011/nov/10/frank-ortis/pembroke-pines-vote-southwest-ranches/
Alan Hays,"October 18, 2011",Proof of citizenship isn't necessary before you register to vote in Florida.,mostly-false,Senate committee meeting,Immigration; Elections; Redistricting; Florida,Amy Sherman,"November 4, 2011",https://www.politifact.com/factchecks/2011/nov/04/alan-hays/sen-alan-hays-says-proof-citizenship-isnt-necessar/
Mitt Romney,"October 18, 2011","Says Rick Perry wrote a newspaper item saying he was ""open to amnesty"" for illegal immigrants in the United States.",half-true,CNN Republican presidential debate.,Immigration; Texas,W. Gardner Selby,"October 29, 2011",https://www.politifact.com/factchecks/2011/oct/29/mitt-romney/mitt-romney-says-perry-wrote-opinion-article-sayin/
Marco Rubio,"October 21, 2011","Says his parents ""came to America following Fidel Castro's takeover"" of Cuba.",false,biography on his U.S. Senate website,Immigration; Candidate Biography; Florida,Becky Bowers,"October 21, 2011",https://www.politifact.com/factchecks/2011/oct/21/marco-rubio/sen-marco-rubio-said-his-parents-came-america-foll/
Phil Kent,"October 4, 2011","The newly created state Immigration Enforcement Review Board ""can actually prosecute, and get them [violators] into jail, if we bring in the attorney general.""",false,speech before the North Fulton and Friends Tea Party,Georgia; Immigration,Willoughby Mariano,"October 21, 2011",https://www.politifact.com/factchecks/2011/oct/21/phil-kent/kent-immigration-board-can-prosecute-attorney-gene/
Michele Bachmann,"October 18, 2011","President Obama’s uncle and aunt ""are illegal aliens ...  who've been allowed to stay in this country.""",half-true,Republican presidential primary debate,Immigration; National,Molly Moorhead,"October 20, 2011",https://www.politifact.com/factchecks/2011/oct/20/michele-bachmann/michele-bachmann-links-obama-relatives-immigration/
Mitt Romney,"October 18, 2011","""Over the last several years, 40 percent (of) the jobs created in Texas were created for illegal aliens.""",half-true,Republican presidential debate,Immigration; National; Economy; Jobs,Louis Jacobson,"October 19, 2011",https://www.politifact.com/factchecks/2011/oct/19/mitt-romney/mitt-romney-hits-rick-perry-saying-40-percent-texa/
Mitt Romney,"October 18, 2011","""I don't think I've ever hired an illegal in my life.""",mostly-false,Republican presidential primary debate,Immigration; National,Molly Moorhead,"October 19, 2011",https://www.politifact.com/factchecks/2011/oct/19/mitt-romney/illegal-immigrants-did-lawn-care-mitt-romney/
Mitt Romney,"October 18, 2011","Between 2000 and 2010, the illegal immigrant population of Texas increased by 60 percent, while California and Florida had ""no increase.""",half-true,Republican presidential debate,Immigration; National,Louis Jacobson,"October 19, 2011",https://www.politifact.com/factchecks/2011/oct/19/mitt-romney/mitt-romney-says-illegal-immigrant-population-rose/
David Quiroa,"October 3, 2011","""Under Governor Almond the RI DMV had a program that allowed undocumented [people to] use their Personal Tax Identification Number . . . to apply [for] and receive a RI driver’s license.""",true,news release,Immigration; Rhode Island; Civil Rights; Homeland Security; Public Safety; Transportation; Workers,Lynn Arditi,"October 16, 2011",https://www.politifact.com/factchecks/2011/oct/16/david-quiroa/david-quiroa-says-rhode-island-has-allowed-illegal/
Jose Rodriguez,"September 9, 2011","Says El Paso was named America’s ""Safest Large City"" a year after San Antonio, Houston and Dallas had the nation’s highest crime rates.",mostly-false,press release.,Immigration; Crime; Public Safety; Texas,Sue Owen,"October 11, 2011",https://www.politifact.com/factchecks/2011/oct/11/jose-rodriguez/jose-rodriguez-says-el-paso-was-named-safest-large/
Jorge Elorza,"October 2, 2011","""The reality is that we have roughly 15,000 undocumented immigrants living in the state...""",false,TV interview,Immigration; Rhode Island; Education,Lynn Arditi,"October 11, 2011",https://www.politifact.com/factchecks/2011/oct/11/jorge-elorza/law-professor-says-ri-has-roughly-15000-undocument/
Libertarian National Committee,"August 10, 2011","Says Rick Perry ""supported a guest worker program to help people who would otherwise be illegal aliens.""",mostly-true,video posted on its website,Immigration; Texas,Meghan Ashford-Grooms,"October 10, 2011",https://www.politifact.com/factchecks/2011/oct/10/libertarian-national-committee/libertarian-leader-says-texas-gov-rick-perry-backe/
Ruben Navarrette Jr.,"September 28, 2011","""Every month, another 50,000 U.S.-born Hispanics turn 18 and become eligible to vote.""",mostly-true,opinion column.,Immigration; Elections; Texas,W. Gardner Selby,"October 7, 2011",https://www.politifact.com/factchecks/2011/oct/07/ruben-navarrette-jr/pundit-says-50000-hispanic-citizens-turn-18-and-be/
Rick Santorum,"September 22, 2011","Says that in 2001, Rick Perry spoke favorably of binational health insurance between Mexico and Texas.",half-true,Republican presidential debate,Immigration; Health Care; Texas,Meghan Ashford-Grooms,"October 4, 2011",https://www.politifact.com/factchecks/2011/oct/04/rick-santorum/rick-santorum-says-rick-perry-talked-binational-he/
Terry Gorman,"September 21, 2011","""[Federal] law says that you can't give in-state tuition to an illegal alien … unless you first offer it to any other student regardless of their state of residence.""",mostly-false,TV interview,Immigration; Rhode Island; Education,Lynn Arditi,"October 2, 2011",https://www.politifact.com/factchecks/2011/oct/02/terry-gorman/head-rhode-islanders-immigration-law-enforcement-s/
Rick Perry,"September 28, 2011",Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants.,true,interview,Immigration; Education; States; Texas,W. Gardner Selby,"September 28, 2011",https://www.politifact.com/factchecks/2011/sep/28/rick-perry/rick-perry-says-only-four-texas-lawmakers-opposed-/
Rick Perry,"September 22, 2011","""The federal government has not engaged in (border security) at all.""",pants-fire,,Immigration; National,Becky Bowers,"September 23, 2011",https://www.politifact.com/factchecks/2011/sep/23/rick-perry/gov-rick-perry-says-federal-government-has-not-eng/
