statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
John Kasich,"May 10, 2011","""We're within 600 miles of 60 percent of America. We're in a perfect location.""",true,speech to the Ohio Chamber of Commerce,Ohio; Economy; Jobs,Tom Feran,"May 13, 2011",https://www.politifact.com/factchecks/2011/may/13/john-kasich/gov-john-kasich-says-60-percent-us-population-with/
Newt Gingrich,"May 11, 2011","During his time as House speaker, ""unemployment came down from 5.6 percent to under 4 (percent).""",false,campaign video,National; Jobs,Louis Jacobson,"May 12, 2011",https://www.politifact.com/factchecks/2011/may/12/newt-gingrich/gingrich-unemployment-rate-claim-target/
John Boehner,"May 10, 2011","The Bush tax cuts ""created about 8 million jobs over the first 10 years that they were in existence. We've lost about 5 million of those jobs during this recession.""",false,"interview on NBC's ""Today"" show",National; Economy; History; Jobs; Taxes,Louis Jacobson,"May 11, 2011",https://www.politifact.com/factchecks/2011/may/11/john-boehner/john-boehner-says-bush-tax-cuts-created-8-million-/
Nina Turner,"April 18, 2011","When ""the governor announced his ‘jobs budget,’ 99 folks from the Department of Taxation were let go the next day.""",true,forum on the state budget,Ohio; Jobs; State Budget,Tom Feran,"May 11, 2011",https://www.politifact.com/factchecks/2011/may/11/nina-turner/state-sen-nina-turner-says-99-state-workers-lost-j/
Lena Taylor,"March 29, 2011","""Gov. (Scott) Walker has yet to create a job, he gives away millions to his friends, and he raises taxes on working people.""",mostly-false,news release,Jobs; Taxes; Wisconsin,Joe Carey,"May 9, 2011",https://www.politifact.com/factchecks/2011/may/09/lena-taylor/wisconsin-sen-lena-taylor-says-gov-scott-walker-ha/
Ron Paul,"May 5, 2011","""Prices are going up. Unemployment is continuing to go up.""",half-true,presidential debate,Economy; Jobs; Texas,Ciara O'Rourke,"May 6, 2011",https://www.politifact.com/factchecks/2011/may/06/ron-paul/us-rep-ron-paul-says-prices-are-increasing-and-une/
Arianna Huffington,"May 1, 2011","Says although the unemployment rate seems to be improving, it does not reflect real job creation -- it’s caused by a ""shrinking of the actual labor force.""",mostly-true,"roundtable segment on ABC's ""This Week with Christiane Amanpour""",National; Economy; Jobs; Pundits; This Week - ABC News,Louis Jacobson,"May 4, 2011",https://www.politifact.com/factchecks/2011/may/04/arianna-huffington/arianna-huffington-says-unemployment-gains-are-act/
Joe Biden,"April 19, 2011","""We have created more jobs in this last year than the Bush administration (did) in eight years.""",mostly-true,speech,Ohio; Economy; Jobs,Mark Naymik,"April 28, 2011",https://www.politifact.com/factchecks/2011/apr/28/joe-biden/vice-president-joe-biden-says-there-were-more-new-/
Robert Hurt,"March 25, 2011","A cap-and-trade bill would ""destroy over 50,000 jobs in Virginia.""",mostly-false,newsletter.,Environment; Jobs; Regulation; Virginia,Jacob Geiger,"April 12, 2011",https://www.politifact.com/factchecks/2011/apr/12/robert-hurt/robert-hurt-says-cap-and-trade-would-cost-50000-vi/
Pink Slip Rick,"April 2, 2011","Says Gov. Rick Scott lost Florida 331,247 jobs.",pants-fire,picket signs at a parade.,Jobs; Florida,Katie Sanders,"April 12, 2011",https://www.politifact.com/factchecks/2011/apr/12/pink-slip-rick/pink-slip-rick-group-says-jobs-governor-lost-33124/
Steve Moore,"April 1, 2011","The ratio of people working for the government and working in manufacturing today is ""an almost exact reversal of the situation in 1960.""",half-true,column,National; Economy; Federal Budget; History; Jobs; Labor,Louis Jacobson,"April 6, 2011",https://www.politifact.com/factchecks/2011/apr/06/steve-moore/steve-moore-says-ratio-people-working-government-m/
Reince Priebus,"April 5, 2011","""We’ve lost 26 million jobs … since (Obama’s) been president.""",pants-fire,"interview on NBC's ""Today"" show",National; Economy; History; Jobs,Louis Jacobson,"April 6, 2011",https://www.politifact.com/factchecks/2011/apr/06/reince-priebus/rnc-chair-reince-priebus-says-us-has-lost-26-milli/
George Will,"April 3, 2011","""We lost more jobs in this great recession than the last four recessions combined.""",true,"roundtable segment on ABC's ""This Week with Christiane Amanpour""",National; Economy; Jobs; Labor; This Week - ABC News,Louis Jacobson,"April 4, 2011",https://www.politifact.com/factchecks/2011/apr/04/george-will/george-will-says-most-recent-recession-killed-more/
Jason Haas,"February 27, 2011",Milwaukee lost the headquarters for MillerCoors because the area lacks good transit.,false,newspaper interview,Jobs; Transportation; Wisconsin,Joe Carey,"April 2, 2011",https://www.politifact.com/factchecks/2011/apr/02/jason-haas/milwaukee-county-board-candidate-jason-haas-says-m/
Babur Lateef,"March 26, 2011","Since Corey Stewart became chairman in November 2006, unemployment is up 150% and average home price sales are down $150,000.",half-true,YouTube video.,Economy; Housing; Jobs; Virginia,Jacob Geiger,"March 30, 2011",https://www.politifact.com/factchecks/2011/mar/30/babur-lateef/babur-lateef-says-unemployment-150-percent-corey-s/
Jim Moran,"March 17, 2011","Ending federal funding for National Public Radio would jeopardize 9,000 jobs.",false,floor speech.,Jobs; Virginia,Jacob Geiger,"March 26, 2011",https://www.politifact.com/factchecks/2011/mar/26/jim-moran/rep-jim-moran-says-ending-federal-funding-npr-woul/
Rick Scott,"March 18, 2011","""According to 2009 estimates, an agreement with Panama could result in almost 1,900 Florida jobs in the first year – and about 15,000 jobs after five years.""",mostly-true,his weekly radio address.,Jobs; Trade; Florida,Aaron Sharockman,"March 21, 2011",https://www.politifact.com/factchecks/2011/mar/21/rick-scott/rick-scott-presses-panama-trade-agreement-after-in/
Organizing for America,"March 14, 2011","The GOP budget plan ""would cut nearly a million jobs.""",half-true,Tweet.,Economy; Federal Budget; Jobs; Virginia,Jacob Geiger,"March 21, 2011",https://www.politifact.com/factchecks/2011/mar/21/organizing-america/organizing-america-says-gop-budget-would-cut-1-mil/
Steve LaTourette,"March 4, 2011","""If you look at the jobs lost in the private sector as opposed to the job gains in the public sector, it's out of whack. The government's growing and the private economy's shrinking.""",half-true,newspaper interview,Ohio; Economy; Jobs,Tom Feran,"March 21, 2011",https://www.politifact.com/factchecks/2011/mar/21/steve-latourette/rep-steve-latourette-says-government-growing-while/
Eric Cantor,"March 4, 2011","""Put simply, less government spending equals more private sector jobs.""",half-true,press release.,Economy; Federal Budget; Jobs; Stimulus; Virginia,Jacob Geiger,"March 16, 2011",https://www.politifact.com/factchecks/2011/mar/16/eric-cantor/eric-spending-says-less-government-spending-equals/
John Kasich,"February 21, 2011","""Our average private sector employee pays 23 percent for their health care. Our average city worker in Ohio pays 9 percent.""",true,interview on Fox News,Ohio; Jobs; Labor; State Budget,Joe Guillen,"March 10, 2011",https://www.politifact.com/factchecks/2011/mar/10/john-kasich/gov-john-kasich-cites-disparity-between-what-priva/
Mike Huckabee,"March 4, 2011","Says it’s a ""statistical reality that most single moms are very poor, under-educated, can't get a job, and if it weren't for government assistance, their kids would be starving to death.""",mostly-false,post on his PAC's website,National; Children; Economy; Education; Families; Health Care; Income; Jobs; Labor; Marriage; Poverty; Women; Workers,Louis Jacobson,"March 10, 2011",https://www.politifact.com/factchecks/2011/mar/10/mike-huckabee/mike-huckabee-says-single-moms-very-poor-under-edu/
Rick Scott,"February 28, 2011","""We know that every 85 visitors create one Florida job.""",true,press release touting a state tourism program,Economy; Jobs; Tourism; Florida,Laura  Figueroa,"March 10, 2011",https://www.politifact.com/factchecks/2011/mar/10/rick-scott/gov-rick-scott-says-every-85-tourists-one-job-crea/
Direct Action for Rights & Equality,"March 9, 2011","""Roughly 25% of RI has a criminal record""",pants-fire,online petition,Rhode Island; Criminal Justice; Jobs; Labor; Legal Issues; Crime,Peter Lord,"March 10, 2011",https://www.politifact.com/factchecks/2011/mar/10/direct-action-rights-equality/advocacy-group-says-25-percent-rhode-islanders-hav/
Sherrod Brown,"March 3, 2011","""Hitler didn't want unions. Stalin didn't want unions. Mubarak didn't want independent unions. These autocrats in history don't want independent unions.""",true,speech,Ohio; Jobs; Labor; Message Machine 2010,Tom Feran,"March 8, 2011",https://www.politifact.com/factchecks/2011/mar/08/sherrod-brown/sen-sherrod-brown-says-hitler-stalin-and-mubarek-a/
John Kasich,"February 22, 2011","""We have lost 600,000 jobs over the period of the last 10 years. Only Michigan and California have done worse.""",true,interview on CNN,Ohio; Economy; Jobs,Tom Feran,"March 4, 2011",https://www.politifact.com/factchecks/2011/mar/04/john-kasich/gov-john-kasich-says-only-california-and-michigan-/
Brian Moran,"February 25, 2011","Gov. Bob McDonnell in 2010 ""did not even create enough jobs to keep pace with population growth"" in Virginia.",half-true,news release.,Jobs; Virginia,Sean Gorman,"March 3, 2011",https://www.politifact.com/factchecks/2011/mar/03/brian-moran/virginia-democratic-chairman-brian-moran-says-gov-/
Sherrod Brown,"February 22, 2011","""For every $10,000 invested in business incubators, up to nearly 70 local jobs are generated.""",true,newspaper column,Ohio; Economy; Jobs,James McCarty,"March 3, 2011",https://www.politifact.com/factchecks/2011/mar/03/sherrod-brown/sen-sherrod-brown-touts-business-incubators-job-cr/
Rick Scott,"March 2, 2011","Says the high-speed rail project provides ""short-term jobs.""",mostly-true,interview with Fox News.,Jobs; Stimulus; Transportation; Florida,Aaron Sharockman,"March 3, 2011",https://www.politifact.com/factchecks/2011/mar/03/rick-scott/gov-rick-scott-says-high-speed-rail-jobs-wont-last/
Corrine  Brown,"February 17, 2011","The high-speed rail project would create ""60,000-plus jobs for Floridians.""",false,interview with WESH-TV,Jobs; Stimulus; Transportation; Florida,Katie Sanders,"March 2, 2011",https://www.politifact.com/factchecks/2011/mar/02/corrine-brown/rail-proponent-says-high-speed-rail-creates-60000-/
Tim Kaine,"February 19, 2011","""We’ve now gained private sector jobs 12 months in a row.""",mostly-true,speech at the Jefferson-Jackson dinner.,Economy; Jobs; Virginia,Jacob Geiger,"March 2, 2011",https://www.politifact.com/factchecks/2011/mar/02/tim-kaine/weve-now-gained-private-sector-jobs-12-months-row/
George Allen,"February 17, 2011","The stimulus bill ""promised to keep unemployment under 8%.""",mostly-false,press release.,Economy; Jobs; Stimulus; Virginia,Robert Farley,"February 28, 2011",https://www.politifact.com/factchecks/2011/feb/28/george-allen/george-allen-says-barack-obama-promised-stimulus-w/
George Allen,"February 17, 2011","""The American people have endured 21 consecutive months of 9% or higher unemployment [and] 2.6 million jobs have been lost,"" since the stimulus bill was signed.",true,press release.,Jobs; Virginia,Jacob Geiger,"February 28, 2011",https://www.politifact.com/factchecks/2011/feb/28/george-allen/george-allen-says-26-million-jobs-have-been-lost-s/
Tim Kaine,"February 19, 2011","Under former President George W. Bush’s administration ""while the population in that period grew by 10 percent, the number of jobs in the nation grew by 1 percent.""",mostly-true,speech at the Jefferson-Jackson dinner.,Bush Administration; Economy; Jobs; Labor; Virginia,Sean Gorman,"February 26, 2011",https://www.politifact.com/factchecks/2011/feb/26/tim-kaine/tim-kaine-says-jobs-increased-1-percent-under-geor/
Garnet Coleman,"February 15, 2011","Says that in some Texas communities, ""our unemployment rate is still at 10 and 20 percent.""",half-true,press conference.,Economy; Jobs; Texas,W. Gardner Selby,"February 23, 2011",https://www.politifact.com/factchecks/2011/feb/23/garnet-coleman/garnet-coleman-says-unemployment-still-10-and-20-p/
National Republican Senatorial Committee,"February 17, 2011","Since Sherrod Brown and the Democrats ""rammed"" the economic stimulus bill through, ""Ohio's unemployment rate has risen to 9.6 percent, above the national average.""",half-true,news release,Ohio; Federal Budget; Jobs; Stimulus,Stephen Koff,"February 22, 2011",https://www.politifact.com/factchecks/2011/feb/22/national-republican-senatorial-committee/national-republican-senatorial-committee-raps-sher/
William G. Batchelder,"February 4, 2011","""75 percent of the jobs created in the state of Ohio are created in small business. They are not created by huge corporations and those who are very wealthy.""",mostly-true,interview on WCPN 90.3 FM,Ohio; Economy; Jobs; Small Business,James McCarty,"February 21, 2011",https://www.politifact.com/factchecks/2011/feb/21/bill-batchelder/ohio-house-speaker-william-g-batchelder-says-small/
Matt Lundy,"February 7, 2011","""There is nothing in the current state public records law that prohibits sensitive or confidential business information from being just that, confidential.""",true,news release,Ohio; Jobs,Joe Guillen,"February 15, 2011",https://www.politifact.com/factchecks/2011/feb/15/matt-lundy/state-rep-matt-lundy-says-state-records-laws-alrea/
Rick Perry,"February 8, 2011","""Texas added more jobs in 2010 than any other state.""",true,speech,Jobs; Texas,,"February 15, 2011",https://www.politifact.com/factchecks/2011/feb/15/rick-perry/gov-rick-perry-says-texas-added-more-jobs-2010-any/
Scott Suder,"January 28, 2011","Four state Assembly Democrats ""scored a death blow to northeast Wisconsin’s economy"" by killing hundreds of jobs at a potential Bass Pro Shops near Green Bay.",pants-fire,news release,Environment; Jobs; Wisconsin,James B. Nelson,"February 13, 2011",https://www.politifact.com/factchecks/2011/feb/13/scott-suder/majority-leader-scott-suder-says-letter-four-assem/
